appid,name,price,developer,publisher,average_forever,median_forever,ccu,genres
2269670,Roller Drama Soundtrack,539.0,Open Lab Games,Open Lab Games,0,0,0,
2269340,SUFFER 2 OST,89.0,Shawn Perolis,Anarchy Softworks LLC,0,0,0,
2267490,Ghost Guy Soundtrack,99.0,Firebunny Games,Firebunny Games,0,0,0,
2265850,觅长生 Soundtrack,99.0,Chalcedony Network,Chalcedony Network,0,0,0,
2264250,Numina「ECHOES」Soundtrack,,,,0,0,0,
2263670,黄泉：孤岛惊魂 Soundtrack,89.0,Mountain & Sea Studio,Mountain & Sea Studio,0,0,0,
2263830,The Inverse Soundtrack,99.0,Spencer Dring,Spencer Dring,0,0,0,
2262400,No Stone Unturned Soundtrack,99.0,The Troubadour Collective,The Troubadour Collective,0,0,0,
2262430,Scarlet Hollow Soundtrack — Episode 3,559.0,Black Tabby Games,Black Tabby Games,0,0,0,
2262460,Orgynizer Soundtrack,199.0,LizardFactory,,0,0,0,
2262500,Scarlet Hollow Soundtrack — Episode 4,479.0,Black Tabby Games,Black Tabby Games,0,0,0,
2262510,Trombone Champ Soundtrack,399.0,Holy Wow Studios LLC,Holy Wow Studios LLC,0,0,0,
2261510,Futanari girls 3D - Soundtrack,60.0,Futanari girls Studio,,0,0,0,
2287570,Picayune Dreams Soundtrack,399.0,milkypossum,2 Left Thumbs,0,0,0,
2287230,Violet Wisteria Soundtrack,,,,0,0,0,
2287270,Full Gear Soundtrack,,,,0,0,0,
2284320,Touch and Hypnosis ～ kunochi ninja Kunai ～ Soundtrack,,,,0,0,0,
2284670,UDONGEIN X Soundtrack,499.0,Bar Holographic Otaku,Bar Holographic Otaku,0,0,0,
2283130,The Apple Tree Soundtrack,299.0,Remnants of mosaic,Remnants of mosaic,0,0,0,
2279970,Stories from the Outbreak Soundtrack,,,,0,0,0,
2279480,Awakened Evil Soundtrack,,,,0,0,0,
2296350,Sector 598 Soundtrack,,,,0,0,0,
2295230,Second Front Soundtrack,629.0,Aleksi Aubry-Carlson & Jonathan Figoli,MicroProse Software,0,0,0,
2295310,Rooftop Renegade Original Soundtrack+,,,,0,0,0,
2293790,For What Will Come Soundtrack,299.0,FitzyGames,FitzyGames,0,0,0,
2293250,Bing in Wonderland OST,,,,0,0,0,
2292560,TAL: Arctic 5 Soundtrack,,,,0,0,0,
2289510,Re:|THM - once upon a time Soundtrack,,,,0,0,0,
2289060,Five Nights at Tinky's Soundtrack,,,,0,0,0,
2289100,Spellmasons Soundtrack,299.0,"Octavia Blue, The Synthful",Octavia Blue,0,0,0,
2288800,Mahokenshi Soundtrack,599.0,Game Source Studio,Iceberg Interactive,0,0,0,
2277930,Grief Trigger Soundtrack,,,,0,0,0,
2276680,Pop Top Adventure Soundtrack,119.0,Juliano P Moraes,Juliano P Moraes,0,0,0,
2273610,Inkulinati - Soundtrack,,,,0,0,0,
2272690,The Big One Soundtrack,,,,0,0,0,
2272740,Beasts of Bermuda Soundtrack,799.0,"Sastrei Studios, LLC",,0,0,0,
2298000,Alice Escaped! - Original Soundtrack,989.0,illuCalab,Sekai Project,0,0,0,"Action, Adventure, Indie, Simulation"
2297400,Straylight Soundtrack,999.0,Dr BLOC,"Emperia Records, Dr BLOC",0,0,0,
2211710,Taiji Soundtrack,999.0,"Grzegorz Bednorz, Matthew VanDevander",,0,0,0,
2211060,Silver Blue Soundtrack,499.0,Bunbosoup,Bunbosoup,0,0,0,
2210770,New Citizen Soundtrack,,,,0,0,0,
2210170,Lila's Tale and The Hidden Forest Soundtrack,224.0,Skullfish Studios,Skullfish Studios,0,0,0,
2209740,Dwarven Skykeep Soundtrack,299.0,Hack The Publisher,"Ravenage Games, East2West Games",0,0,0,
2209770,DREAMERS Soundtrack,,,,0,0,0,
2209850,东方:平野孤鸿 Soundtrack,399.0,Amazing Seasun,Amazing Seasun,0,0,0,
2208660,Lunistice Soundtrack,999.0,Knasibas,Deck13,0,0,0,
2208250,Mislight Soundtrack,,,,0,0,0,
2207830,Pentiment Soundtrack,999.0,Obsidian Entertainment,,0,0,0,
2207410,Bravery and Greed Soundtrack,499.0,"Rekka Games, Ygwen",Team17,0,0,0,
2206880,PUTRID SHOT ULTRA Soundtrack,99.0,Abhi Sundu,Abhi Sundu,0,0,0,
2206190,Lords and Villeins Soundtrack,499.0,Honestly Games,Fulqrum Publishing,0,0,0,
2205940,World Zero Soundtrack,,,,0,0,0,
2205480,Eden's Last Sunrise Soundtrack,359.0,Sungazer Software LLC,Sungazer Software LLC,0,0,0,
2205530,89 Soundtrack,,,,0,0,0,
2204580,Natsukiriー夏休みは切島邸にて Soundtrack,199.0,DELTARTS,DELTARTS,0,0,0,
2204630,Evolution Of JiangHu - OST,99.0,SourceIn Games,SourceIn Games,0,0,0,
2203220,Her World / OST,999.0,"TALESSHOP Co., Ltd.","TALESSHOP Co., Ltd.",0,0,0,
